images_list,label
d:\deepfakes_video_classification\train_face\video_135\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_135\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_851\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_631\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_361\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_366\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_570\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_55\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_209\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_160\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_549\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_437\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_24\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_625\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_697\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_167\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_260\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_654\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_819\image_15.jpg,image
